step,battery,demand,renewable,price_level,period,action,reward,grid_bought,sold,demand_covered,unmet_demand,wasted_renewable,invalid_action,risk_score,risk_level,risk_level_name
42,1,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
43,1,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
44,1,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
45,1,1,0,1,3,1,-1.4875,1,0,1,0,0,0,62.916666666666664,1,medium
46,1,0,0,1,3,0,-3.0374999999999996,0,0,0,0,0,1,51.24999999999999,1,medium
47,1,1,0,1,3,1,-1.4875,1,0,1,0,0,0,62.916666666666664,1,medium
48,1,2,0,1,0,1,-1.9,2,0,2,0,0,0,90.0,2,high
49,1,1,2,1,0,2,0.5,0,0,1,0,0,0,50.0,1,medium
50,2,1,0,1,0,0,0.11250000000000004,0,0,1,0,0,0,62.916666666666664,1,medium
51,1,1,0,1,0,0,-0.07500000000000018,0,0,1,0,0,0,69.16666666666667,2,high
52,0,2,2,1,0,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
53,0,1,1,1,0,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
54,0,1,1,1,1,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
55,0,2,1,2,1,1,-1.1,1,0,2,0,0,0,90.0,2,high
56,0,2,2,1,1,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
57,0,2,3,0,1,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
58,1,2,3,0,1,2,2.5,0,0,2,0,0,0,50.0,1,medium
59,2,2,1,0,1,1,1.7000000000000002,1,0,2,0,0,0,50.0,1,medium
60,2,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
61,3,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
62,4,2,1,0,2,0,2.6125,0,0,2,0,0,0,46.25,1,medium
63,3,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
64,4,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
65,2,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
66,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
67,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
68,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
69,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
70,0,0,0,2,3,4,-2.6999999999999997,0,0,0,0,0,0,90.0,2,high
71,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
72,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
73,0,1,0,2,0,1,-3.1,1,0,1,0,0,0,90.0,2,high
74,0,1,0,2,0,1,-3.1,1,0,1,0,0,0,90.0,2,high
75,0,2,0,1,0,1,-1.9,2,0,2,0,0,0,90.0,2,high
76,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
77,0,1,2,1,0,2,0.6125,0,0,1,0,0,0,46.25,1,medium
78,1,1,1,1,1,4,0.36250000000000027,0,0,1,0,0,0,54.58333333333333,1,medium
79,1,2,2,2,1,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
80,1,2,1,1,1,0,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
81,0,2,2,0,1,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
82,0,2,3,0,1,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
83,1,2,3,0,1,2,2.5,0,0,2,0,0,0,50.0,1,medium
84,2,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
85,3,2,3,0,2,3,4.35,0,1,2,0,0,0,15.0,0,low
86,3,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
87,4,2,3,0,2,3,4.35,0,1,2,0,0,0,15.0,0,low
88,4,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
89,2,3,2,2,2,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
90,2,3,2,2,3,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
91,2,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
92,2,3,2,2,3,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
93,1,1,2,1,3,2,0.5,0,0,1,0,0,0,50.0,1,medium
94,2,1,0,2,3,0,-0.6999999999999997,0,0,1,0,0,0,90.0,2,high
95,1,1,0,1,3,1,-1.4875,1,0,1,0,0,0,62.916666666666664,1,medium
96,1,2,1,2,0,1,-1.1,1,0,2,0,0,0,90.0,2,high
97,1,1,1,1,0,4,0.36250000000000027,0,0,1,0,0,0,54.58333333333333,1,medium
98,1,1,1,1,0,4,0.36250000000000027,0,0,1,0,0,0,54.58333333333333,1,medium
99,1,1,0,1,0,0,-0.07500000000000018,0,0,1,0,0,0,69.16666666666667,2,high
100,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
101,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
102,0,2,0,1,1,1,-1.9,2,0,2,0,0,0,90.0,2,high
103,0,2,1,1,1,1,-0.2999999999999998,1,0,2,0,0,0,90.0,2,high
104,0,2,0,1,1,1,-1.9,2,0,2,0,0,0,90.0,2,high
105,0,1,3,0,1,3,2.5,0,2,1,0,0,0,36.666666666666664,1,medium
106,0,3,3,0,1,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
107,0,2,3,0,1,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
108,1,2,3,0,2,2,2.5,0,0,2,0,0,0,50.0,1,medium
109,2,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
110,3,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
111,4,2,2,0,2,4,3.55,0,0,2,0,0,0,15.0,0,low
112,4,3,0,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
113,1,3,1,2,2,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
114,1,3,1,2,3,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
115,1,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
116,1,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
117,1,1,0,1,3,1,-1.4875,1,0,1,0,0,0,62.916666666666664,1,medium
118,1,1,0,2,3,0,-0.6999999999999997,0,0,1,0,0,0,90.0,2,high
119,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
120,0,2,0,1,0,1,-1.9,2,0,2,0,0,0,90.0,2,high
121,0,1,0,2,0,1,-3.1,1,0,1,0,0,0,90.0,2,high
122,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
123,0,1,0,2,0,1,-3.1,1,0,1,0,0,0,90.0,2,high
124,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
125,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
126,0,2,1,1,1,1,-0.2999999999999998,1,0,2,0,0,0,90.0,2,high
127,0,1,1,1,1,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
128,0,2,1,2,1,1,-1.1,1,0,2,0,0,0,90.0,2,high
129,0,3,3,0,1,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
130,0,2,3,1,1,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
131,1,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
132,1,2,3,0,2,2,2.5,0,0,2,0,0,0,50.0,1,medium
133,2,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
134,3,2,0,0,2,1,0.7625000000000002,2,0,2,0,0,0,54.58333333333333,1,medium
135,3,2,3,1,2,2,3.55,0,0,2,0,0,0,15.0,0,low
136,4,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
137,2,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
138,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
139,0,3,2,2,3,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
140,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
141,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
142,0,1,0,2,3,1,-3.1,1,0,1,0,0,0,90.0,2,high
143,0,1,1,2,3,4,-0.6999999999999997,0,0,1,0,0,0,90.0,2,high
144,0,1,0,2,0,1,-3.1,1,0,1,0,0,0,90.0,2,high
145,0,1,1,1,0,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
146,0,1,0,2,0,1,-3.1,1,0,1,0,0,0,90.0,2,high
147,0,1,0,2,0,1,-3.1,1,0,1,0,0,0,90.0,2,high
148,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
149,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
150,0,2,3,1,1,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
151,1,2,1,1,1,0,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
152,0,2,0,2,1,1,-3.5000000000000004,2,0,2,0,0,0,90.0,2,high
153,0,2,3,0,1,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
154,1,2,3,0,1,2,2.5,0,0,2,0,0,0,50.0,1,medium
155,2,2,3,0,1,2,3.55,0,0,2,0,0,0,15.0,0,low
156,3,3,3,1,2,4,5.55,0,0,3,0,0,0,15.0,0,low
157,3,2,1,1,2,1,0.7874999999999999,1,0,2,0,0,0,53.75,1,medium
158,3,2,2,0,2,0,2.05,0,0,2,0,0,1,15.0,0,low
159,3,1,3,0,2,2,1.05,0,0,1,0,1,0,15.0,0,low
160,4,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
161,2,3,3,2,2,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
162,2,3,1,2,3,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
163,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
164,0,3,2,2,3,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
165,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
166,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
167,0,1,1,1,3,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
