step,battery,demand,renewable,price_level,period,action,reward,grid_bought,sold,demand_covered,unmet_demand,wasted_renewable,invalid_action,risk_score,risk_level,risk_level_name
33,0,3,3,2,1,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
34,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
35,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
36,0,2,3,0,2,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
37,1,3,3,0,2,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
38,1,2,3,0,2,2,2.5,0,0,2,0,0,0,50.0,1,medium
39,2,1,3,0,2,2,1.55,0,0,1,0,0,0,15.0,0,low
40,4,3,2,2,2,0,4.05,0,0,3,0,0,0,65.0,1,medium
41,3,2,1,2,2,1,-1.1,1,0,2,0,0,0,90.0,2,high
42,3,3,0,2,3,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
43,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
44,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
45,0,2,0,2,3,1,-3.5000000000000004,2,0,2,0,0,0,90.0,2,high
46,0,2,1,1,3,1,-0.2999999999999998,1,0,2,0,0,0,90.0,2,high
47,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
48,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
49,0,1,1,1,0,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
50,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
51,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
52,0,1,1,1,0,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
53,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
54,0,3,0,1,1,1,-1.5000000000000004,3,0,3,0,0,0,90.0,2,high
55,0,3,1,2,1,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
56,0,3,1,2,1,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
57,0,3,3,2,1,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
58,0,2,3,0,1,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
59,1,2,3,0,1,2,2.5,0,0,2,0,0,0,50.0,1,medium
60,2,2,2,0,2,4,2.5,0,0,2,0,0,0,50.0,1,medium
61,2,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
62,3,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
63,4,2,3,0,2,3,4.35,0,1,2,0,0,0,15.0,0,low
64,4,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
65,2,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
66,0,3,1,2,3,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
67,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
68,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
69,0,2,0,2,3,1,-3.5000000000000004,2,0,2,0,0,0,90.0,2,high
70,0,0,0,1,3,4,-1.7249999999999996,0,0,0,0,0,0,57.49999999999999,1,medium
71,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
72,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
73,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
74,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
75,0,0,0,1,0,4,-1.7249999999999996,0,0,0,0,0,0,57.49999999999999,1,medium
76,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
77,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
78,0,2,1,1,1,1,-0.2999999999999998,1,0,2,0,0,0,90.0,2,high
79,0,2,0,2,1,1,-3.5000000000000004,2,0,2,0,0,0,90.0,2,high
80,0,3,1,2,1,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
81,0,3,2,2,1,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
82,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
83,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
84,0,2,2,0,2,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
85,0,2,3,0,2,3,2.1,0,1,2,0,0,0,90.0,2,high
86,0,2,3,0,2,3,2.1,0,1,2,0,0,0,90.0,2,high
87,0,2,3,0,2,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
88,1,3,1,2,2,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
89,1,3,1,2,2,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
90,1,3,1,2,3,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
91,1,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
92,1,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
93,1,2,0,2,3,1,-3.5000000000000004,2,0,2,0,0,0,90.0,2,high
94,1,1,0,1,3,0,-0.07500000000000018,0,0,1,0,0,0,69.16666666666667,2,high
95,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
96,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
97,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
98,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
99,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
100,0,1,1,1,0,4,0.17500000000000027,0,0,1,0,0,0,60.83333333333333,1,medium
101,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
102,0,2,1,1,1,1,-0.2999999999999998,1,0,2,0,0,0,90.0,2,high
103,0,3,0,2,1,1,-3.9,3,0,3,0,0,0,90.0,2,high
104,0,3,1,2,1,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
105,0,3,3,2,1,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
106,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
107,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
108,0,2,3,0,2,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
109,1,2,1,0,2,0,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
110,0,2,3,0,2,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
111,1,2,3,0,2,2,2.5,0,0,2,0,0,0,50.0,1,medium
112,2,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
113,0,3,2,2,2,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
114,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
115,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
116,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
117,0,2,1,2,3,1,-1.1,1,0,2,0,0,0,90.0,2,high
118,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
119,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
120,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
121,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
122,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
123,0,0,0,1,0,4,-1.7249999999999996,0,0,0,0,0,0,57.49999999999999,1,medium
124,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
125,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
126,0,2,1,1,1,1,-0.2999999999999998,1,0,2,0,0,0,90.0,2,high
127,0,3,2,2,1,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
128,0,3,1,2,1,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
129,0,3,3,2,1,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
130,0,2,2,0,1,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
131,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
132,0,2,3,0,2,3,2.1,0,1,2,0,0,0,90.0,2,high
133,0,2,3,0,2,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
134,1,2,3,0,2,2,2.5,0,0,2,0,0,0,50.0,1,medium
135,2,2,3,0,2,2,3.55,0,0,2,0,0,0,15.0,0,low
136,3,3,1,2,2,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
137,3,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
138,1,3,2,2,3,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
139,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
140,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
141,0,2,0,2,3,1,-3.5000000000000004,2,0,2,0,0,0,90.0,2,high
142,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
143,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
144,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
145,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
146,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
147,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
148,0,1,0,1,0,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
149,0,2,0,1,0,1,-1.9,2,0,2,0,0,0,90.0,2,high
150,0,2,1,1,1,1,-0.2999999999999998,1,0,2,0,0,0,90.0,2,high
151,0,3,0,2,1,1,-3.9,3,0,3,0,0,0,90.0,2,high
152,0,3,2,2,1,1,0.8999999999999999,1,0,3,0,0,0,90.0,2,high
153,0,3,3,2,1,4,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
154,0,2,2,0,1,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
155,0,2,3,0,1,3,2.1,0,1,2,0,0,0,90.0,2,high
156,0,2,2,0,2,4,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
157,0,2,3,0,2,2,1.3000000000000003,0,0,2,0,0,0,90.0,2,high
158,1,2,3,0,2,3,2.1,0,1,2,0,0,0,90.0,2,high
159,1,2,3,0,2,2,2.5,0,0,2,0,0,0,50.0,1,medium
160,2,2,1,2,2,1,-0.5000000000000004,1,0,2,0,0,0,70.0,2,high
161,2,3,1,2,2,0,3.3000000000000003,0,0,3,0,0,0,90.0,2,high
162,0,3,1,2,3,1,-1.5000000000000004,2,0,3,0,0,0,90.0,2,high
163,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
164,0,3,0,2,3,1,-3.9,3,0,3,0,0,0,90.0,2,high
165,0,2,0,2,3,1,-3.5000000000000004,2,0,2,0,0,0,90.0,2,high
166,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
167,0,1,0,1,3,1,-1.6750000000000003,1,0,1,0,0,0,69.16666666666667,2,high
